Index,Time [s],Voltage [V],Current [A],Negative electrode potential [V],Positive electrode potential [V]
535,16421.04,3.8889,5.00007629,0.5668,4.4333
536,16422.12,3.8883,5.00022888,0.5668,4.433
537,16423.2,3.8875,4.99992371,0.5671,4.4325
538,16424.28,3.8868,5.00007629,0.5671,4.4322
539,16425,3.8863,5.00022888,0.5673,4.4317
540,16426.08,3.8856,4.99992371,0.5674,4.4311
541,16427.16,3.8853,4.99992371,0.5678,4.4307
542,16428.24,3.8846,4.99992371,0.5679,4.4304
543,16429.32,3.8837,4.99977112,0.5679,4.4299
544,16430.04,3.8833,5.00038147,0.5681,4.4298
545,16431.12,3.883,5.00022888,0.5682,4.4293
546,16432.2,3.8824,4.99992371,0.5686,4.4285
547,16433.28,3.8816,5.00022888,0.5687,4.4288
548,16434,3.8811,5.00007629,0.5687,4.428
549,16435.08,3.8808,4.99961853,0.5687,4.4277
550,16436.16,3.8802,4.99992371,0.569,4.4274
551,16437.24,3.8798,4.99992371,0.5692,4.4272
552,16438.32,3.8791,5.00007629,0.5694,4.4269
553,16439.04,3.8785,5.00022888,0.5697,4.4264
554,16440.12,3.8784,5.00022888,0.5698,4.4263
555,16441.2,3.8776,5.00007629,0.5702,4.4261
556,16442.28,3.8773,4.99977112,0.5702,4.4256
557,16443,3.8769,5.00007629,0.5703,4.4253
558,16444.08,3.8766,4.99992371,0.5702,4.4252
559,16445.16,3.8759,4.99977112,0.5705,4.4245
560,16446.24,3.8755,5.00038147,0.5706,4.4247
561,16447.32,3.8752,5.00053406,0.5708,4.4241
562,16448.04,3.8746,5.00007629,0.5708,4.4241
563,16449.12,3.8744,4.99992371,0.5708,4.4233
564,16450.2,3.8738,4.99977112,0.5706,4.4229
565,16451.28,3.8737,5.00022888,0.5706,4.4226
566,16452,3.8734,5.00022888,0.5709,4.4226
567,16453.08,3.8727,4.99992371,0.5708,4.4225
568,16454.16,3.8723,5.00053406,0.5713,4.4223
569,16455.24,3.872,4.99992371,0.5713,4.4221
570,16456.32,3.8718,5.00022888,0.5717,4.4215
571,16457.04,3.8715,5.00007629,0.5714,4.4217
572,16458.12,3.8708,4.99992371,0.5719,4.4214
573,16459.2,3.8706,4.99992371,0.5719,4.4212
574,16460.28,3.8701,4.99977112,0.5721,4.421
575,16461,3.8698,5.00022888,0.5722,4.4209
576,16462.08,3.8695,5.00007629,0.5725,4.4209
577,16463.16,3.8691,4.99992371,0.5727,4.4207
578,16464.24,3.8689,4.99992371,0.5727,4.4209
579,16465.32,3.8685,5.00022888,0.573,4.4204
580,16466.04,3.8682,5.00007629,0.5729,4.4202
581,16467.12,3.8679,5.00007629,0.573,4.4201
582,16468.2,3.8677,5.00022888,0.5732,4.4196
583,16469.28,3.8676,5.00022888,0.5735,4.4199
584,16470,3.8669,4.99977112,0.5736,4.4196
585,16471.08,3.8668,5.00007629,0.5736,4.4196
586,16472.16,3.8663,5.00022888,0.5736,4.4193
587,16473.24,3.866,4.99992371,0.5736,4.4193
588,16474.32,3.8657,4.99977112,0.5738,4.4188
589,16475.04,3.8656,5.00022888,0.5741,4.4186
590,16476.12,3.8651,5.00007629,0.5743,4.4188
591,16477.2,3.8648,4.99946594,0.5743,4.4185
592,16478.28,3.8645,5.00038147,0.5743,4.4182
593,16479,3.8642,5.00007629,0.5744,4.4182
594,16480.08,3.8639,5.00007629,0.5744,4.418
595,16481.16,3.8637,5.00022888,0.5748,4.4179
596,16482.24,3.8633,4.99977112,0.5748,4.4179
597,16483.32,3.8631,4.99946594,0.5749,4.4174
598,16484.04,3.863,5.00022888,0.5749,4.4174
599,16485.12,3.8627,5.00022888,0.5751,4.4171
600,16486.2,3.8624,4.99977112,0.5752,4.4171
601,16487.28,3.8622,5.00038147,0.5752,4.4171
602,16488,3.8618,5.00007629,0.5754,4.4166
603,16489.08,3.8616,4.99977112,0.5756,4.4169
604,16490.16,3.8613,5.00007629,0.5757,4.4163
605,16491.24,3.8608,4.99961853,0.5756,4.4163
606,16492.32,3.8608,5.00038147,0.5757,4.4159
607,16493.04,3.8605,4.99992371,0.5757,4.4158
608,16494.12,3.8604,5.00007629,0.5757,4.4155
609,16495.2,3.8601,4.99977112,0.5757,4.415
610,16496.28,3.8598,5.00038147,0.5759,4.4152
611,16497,3.8593,4.99977112,0.5759,4.415
612,16498.08,3.8589,4.99992371,0.576,4.4148
613,16499.16,3.8587,5.00022888,0.5764,4.4148
614,16500.24,3.8587,5.00007629,0.5762,4.4147
615,16501.32,3.8584,4.99977112,0.5764,4.4144
616,16502.04,3.8581,4.99992371,0.5767,4.4142
617,16503.12,3.8576,5.00007629,0.577,4.4145
618,16504.2,3.8575,5.00007629,0.5768,4.414
619,16505.28,3.8573,4.99977112,0.577,4.4142
620,16506,3.8572,4.99992371,0.5771,4.4139
621,16507.08,3.8567,5.00022888,0.577,4.4137
622,16508.16,3.8564,5.00053406,0.5771,4.4132
623,16509.24,3.8564,4.99992371,0.5771,4.4132
624,16510.32,3.8561,5.00007629,0.5776,4.4129
625,16511.04,3.8558,5.00007629,0.5773,4.4131
626,16512.12,3.8555,4.99977112,0.5776,4.4126
627,16513.2,3.8555,5.00068665,0.5778,4.4126
628,16514.28,3.8552,4.99961853,0.5778,4.4126
629,16515,3.8549,4.99977112,0.5781,4.4128
630,16516.08,3.8546,4.99992371,0.5779,4.4128
631,16517.16,3.8544,4.99946594,0.5783,4.4124
632,16518.24,3.8541,4.99977112,0.5786,4.4124
633,16519.32,3.8537,4.99992371,0.5786,4.4126
634,16520.04,3.8537,4.99992371,0.5787,4.4124
635,16521.12,3.8534,5.00007629,0.5787,4.4123
636,16522.2,3.8529,4.99977112,0.5791,4.4123
637,16523.28,3.8529,4.99977112,0.5792,4.4123
638,16524,3.8526,4.99992371,0.5792,4.4121
639,16525.08,3.8524,5.00007629,0.5795,4.412
640,16526.16,3.8521,4.99977112,0.5795,4.4121
641,16527.24,3.8521,5.00022888,0.5797,4.4117
642,16528.32,3.8517,5.00007629,0.58,4.4121
643,16529.04,3.8514,4.99992371,0.58,4.4117
644,16530.12,3.8512,5.00022888,0.5795,4.4112
645,16531.2,3.8508,4.99992371,0.5797,4.4109
646,16532.28,3.8508,4.99977112,0.5795,4.4107
647,16533,3.8506,4.99961853,0.5799,4.4107
648,16534.08,3.8505,4.99992371,0.5799,4.4105
649,16535.16,3.8503,5.00007629,0.5802,4.4104
650,16536.24,3.85,4.99977112,0.58,4.4104
651,16537.32,3.8497,4.99961853,0.5803,4.4102
652,16537.68,3.8495,4.99992371,0.58,4.4101
653,16537.68,3.9879,0,0.58,4.4101
654,16538.04,3.9988,0,0.4833,4.4592
655,16539.12,4.0064,0,0.4798,4.4649
656,16540.2,4.0113,0,0.4777,4.4684
657,16541.28,4.0148,0,0.4768,4.4705
658,16542,4.0179,0,0.4758,4.4727
659,16543.08,4.0203,0,0.4755,4.4743
660,16544.16,4.0227,0,0.4747,4.4762
661,16545.24,4.0243,0,0.4741,4.4777
662,16545.96,4.0262,0,0.4738,4.4791
663,16547.04,4.0276,0,0.4731,4.4808
664,16548.12,4.0291,0,0.473,4.4816
665,16549.2,4.0307,0,0.4728,4.4829
666,16550.28,4.0319,0,0.4727,4.4835
667,16551,4.033,0,0.4722,4.4845
668,16552.08,4.0342,0,0.4719,4.4853
669,16553.16,4.0354,0,0.4715,4.4862
670,16554.24,4.0363,0,0.4711,4.4869
671,16554.96,4.0371,0,0.4714,4.4878
672,16556.04,4.038,0,0.4709,4.4885
673,16557.12,4.0389,0,0.4707,4.4891
674,16558.2,4.0398,0,0.4704,4.4899
675,16559.28,4.0406,0,0.4707,4.4902
676,16560,4.0414,0,0.4704,4.491
677,16561.08,4.0421,0,0.4703,4.4917
678,16562.16,4.0429,0,0.4698,4.4923
679,16563.24,4.0435,0,0.4696,4.4924
680,16563.96,4.0438,0,0.4695,4.4929
681,16565.04,4.0447,0,0.4695,4.4937
682,16566.12,4.0455,0,0.4693,4.494
683,16567.2,4.0459,0,0.4693,4.4947
684,16568.28,4.0465,0,0.4687,4.4945
685,16569,4.0472,0,0.4685,4.4947
686,16570.08,4.0476,0,0.468,4.495
687,16571.16,4.0482,0,0.4679,4.4958
688,16572.24,4.0488,0,0.468,4.4963
689,16572.96,4.0491,0,0.4679,4.4966
690,16574.04,4.0497,0,0.468,4.4969
691,16575.12,4.0499,0,0.4677,4.4974
692,16576.2,4.0508,0,0.4679,4.4977
693,16577.28,4.0511,0,0.4677,4.4983
694,16578,4.0516,0,0.4677,4.4983
695,16579.08,4.052,0,0.4676,4.4993
696,16580.16,4.0525,0,0.4676,4.4993
697,16581.24,4.0528,0,0.4674,4.4998
698,16581.96,4.0531,0,0.4674,4.4999
699,16583.04,4.0536,0,0.4674,4.5004
700,16584.12,4.054,0,0.4671,4.5007
701,16585.2,4.0543,0,0.4672,4.5009
702,16586.28,4.0549,0,0.4668,4.501
703,16587,4.0549,0,0.4669,4.5012
704,16588.08,4.0554,0,0.4668,4.5018
705,16589.16,4.056,0,0.4668,4.502
706,16590.24,4.0562,0,0.4666,4.5021
707,16590.96,4.0566,0,0.4666,4.5025
708,16592.04,4.0571,0,0.4665,4.5023
709,16593.12,4.0572,0,0.4663,4.5029
710,16594.2,4.0577,0,0.4661,4.5028
711,16595.28,4.0578,0,0.466,4.5033
712,16596,4.058,0,0.466,4.5034
713,16597.08,4.0584,0,0.4657,4.5039
714,16597.8,4.0586,0,0.466,4.5037
715,16597.8,4.0586,0,0.466,4.5037
716,16638.12,4.0688,0,0.463,4.5109
717,16697.88,4.0775,0,0.459,4.5153
718,16758,4.0813,0,0.4583,4.5181
719,16818.12,4.0832,0,0.4574,4.5188
720,16877.88,4.0842,0,0.4571,4.5193
721,16938,4.0847,0,0.4571,4.5198
722,16998.12,4.0853,0,0.4572,4.5201
723,17057.88,4.0858,0,0.4561,4.5192
724,17118,4.0859,0,0.4569,4.52
725,17178.12,4.0859,0,0.4569,4.52
726,17237.88,4.0862,0,0.4574,4.5209
727,17298,4.0861,0,0.4574,4.5206
728,17358.12,4.0864,0,0.4574,4.5206
729,17417.88,4.0864,0,0.458,4.5217
730,17478,4.0865,0,0.458,4.5216
731,17538.12,4.0864,0,0.4579,4.5214
732,17597.88,4.0867,0,0.4583,4.5223
733,17658,4.0865,0,0.4588,4.5223
734,17718.12,4.0867,0,0.4583,4.522
735,17777.88,4.0865,0,0.4587,4.5222
736,17838,4.087,0,0.4588,4.5225
737,17898.12,4.0868,0,0.4585,4.5222
738,17957.88,4.087,0,0.459,4.5227
739,18018,4.0868,0,0.4591,4.5223
740,18078.12,4.0868,0,0.459,4.5223
741,18137.88,4.087,0,0.4591,4.5228
742,18198,4.0868,0,0.459,4.5227
743,18258.12,4.0871,0,0.4599,4.5233
744,18317.88,4.0868,0,0.4598,4.5235
745,18378,4.087,0,0.4599,4.5231
746,18438.12,4.087,0,0.4601,4.5235
747,18497.88,4.087,0,0.4599,4.5235
748,18558,4.087,0,0.4602,4.5239
749,18618.12,4.087,0,0.4601,4.5239
750,18677.88,4.087,0,0.4602,4.5238
751,18738,4.0871,0,0.4606,4.5244
752,18798.12,4.0871,0,0.4607,4.5243
753,18857.88,4.087,0,0.4609,4.5246
754,18918,4.087,0,0.4609,4.5247
755,18978.12,4.0871,0,0.4607,4.5247
756,19037.88,4.0871,0,0.4614,4.5251
757,19098,4.0873,0,0.461,4.5252
758,19158.12,4.0873,0,0.4617,4.5254
759,19217.88,4.0871,0,0.4617,4.5252
760,19278,4.0871,0,0.462,4.5258
761,19338.12,4.0871,0,0.4618,4.5257
762,19397.88,4.0871,0,0.4618,4.5255
763,19458,4.0873,0,0.4623,4.5266
764,19518.12,4.0871,0,0.4623,4.5266
765,19577.88,4.0873,0,0.4623,4.5263
766,19638,4.0871,0,0.4622,4.5262
767,19698.12,4.0871,0,0.462,4.5258
768,19757.88,4.087,0,0.462,4.5263
769,19818,4.0871,0,0.4612,4.5252
770,19878.12,4.0873,0,0.4623,4.5265
771,19937.88,4.0871,0,0.4628,4.527
772,19998,4.0871,0,0.4623,4.5266
773,20058.12,4.0873,0,0.4628,4.5273
774,20117.88,4.0871,0,0.4633,4.5278
775,20137.68,4.0871,0,0.4637,4.5281
776,20137.68,3.9388,5.001297,0.4637,4.5281
777,20138.04,3.9278,5.00007629,0.5632,4.473
778,20139.12,3.9188,5.00007629,0.5695,4.4676
779,20140.2,3.9135,5.00007629,0.5716,4.4632
780,20141.28,3.9089,5.00022888,0.5732,4.4603
781,20142.36,3.9055,5.00038147,0.5741,4.4579
782,20143.08,3.9023,4.99992371,0.5751,4.456
783,20144.16,3.8994,4.99977112,0.5757,4.4543
784,20145.24,3.8973,5.00038147,0.5765,4.4524
785,20146.32,3.8949,5.00007629,0.577,4.4506
786,20147.04,3.8927,4.99992371,0.5778,4.449
787,20148.12,3.8911,5.00007629,0.5783,4.4476
788,20149.2,3.8895,5.00022888,0.5783,4.4462
789,20150.28,3.8878,5.00022888,0.5786,4.4444
790,20151.36,3.8863,5.00007629,0.5787,4.4435
791,20152.08,3.8848,5.00038147,0.5792,4.4423
792,20153.16,3.8834,5.00007629,0.5794,4.4416
793,20154.24,3.8825,5.00022888,0.58,4.4404
794,20155.32,3.881,5.00007629,0.58,4.4396
795,20156.04,3.8801,4.99992371,0.58,4.4388
796,20157.12,3.8788,5.00022888,0.5806,4.4377
797,20158.2,3.8781,5.00053406,0.5805,4.4373
798,20159.28,3.877,5.00022888,0.581,4.4363
799,20160.36,3.8759,4.99992371,0.5811,4.436
800,20161.08,3.8749,4.99931335,0.5816,4.4352
801,20162.16,3.8741,5.00007629,0.5818,4.4347
802,20163.24,3.873,4.99961853,0.5821,4.4339
803,20164.32,3.8724,4.99961853,0.5824,4.4331
804,20165.04,3.8715,4.99992371,0.5822,4.4326
805,20166.12,3.8706,5.00022888,0.5826,4.4314
806,20167.2,3.8698,4.99992371,0.5826,4.4312
807,20168.28,3.8691,4.99961853,0.5827,4.4307
808,20169.36,3.8685,4.99977112,0.583,4.4303
809,20170.08,3.8677,5.00038147,0.5832,4.4296
810,20171.16,3.8671,5.00007629,0.5837,4.4295
811,20172.24,3.8663,5.00007629,0.5835,4.4288
812,20173.32,3.8656,4.99992371,0.5838,4.4287
813,20174.04,3.865,4.99961853,0.5841,4.428
814,20175.12,3.8642,4.99992371,0.5841,4.4274
815,20176.2,3.8636,5.00007629,0.5845,4.4269
816,20177.28,3.863,5.00038147,0.5846,4.4266
817,20178.36,3.8624,4.99992371,0.5848,4.4263
818,20179.08,3.8618,4.99992371,0.5851,4.4258
819,20180.16,3.861,4.99992371,0.5853,4.4253
820,20181.24,3.8605,4.99977112,0.5854,4.4252
821,20182.32,3.8599,5.00022888,0.5856,4.4242
822,20183.04,3.8593,5.00007629,0.5856,4.4241
823,20184.12,3.8585,4.99992371,0.5857,4.4237
824,20185.2,3.8581,4.99977112,0.5861,4.4233
825,20186.28,3.8575,5.00022888,0.5862,4.4229
826,20187.36,3.8569,5.00007629,0.5864,4.4226
827,20188.08,3.8564,4.99977112,0.5864,4.4221
828,20189.16,3.8558,5.00007629,0.5867,4.4217
829,20190.24,3.8553,4.99946594,0.587,4.4215
830,20191.32,3.8547,5.00022888,0.5872,4.4209
831,20192.04,3.8543,5.00053406,0.5873,4.4206
832,20193.12,3.8534,4.99992371,0.5875,4.4202
833,20194.2,3.8529,4.99977112,0.5876,4.4201
834,20195.28,3.8526,5.00038147,0.5878,4.4198
835,20196.36,3.852,5.00022888,0.5881,4.4193
836,20197.08,3.8514,5.00007629,0.5881,4.4188
837,20198.16,3.8508,4.99977112,0.5883,4.4185
838,20199.24,3.8503,5.00022888,0.5883,4.418
839,20200.32,3.8499,5.00022888,0.5886,4.4179
840,20201.04,3.8492,4.99977112,0.5889,4.4175
841,20202.12,3.8488,5.00007629,0.5889,4.4171
842,20203.2,3.8482,4.99977112,0.5892,4.4169
843,20204.28,3.8477,4.99961853,0.5891,4.4164
844,20205.36,3.8474,5.00007629,0.5892,4.4161
845,20206.08,3.8466,4.99977112,0.5896,4.4159
846,20207.16,3.8463,5.00038147,0.5896,4.4156
847,20208.24,3.8456,5.00038147,0.5897,4.4153
848,20209.32,3.8451,5.00007629,0.59,4.4148
849,20210.04,3.8448,4.99977112,0.59,4.4142
850,20211.12,3.8445,5.00007629,0.5902,4.4142
851,20212.2,3.8437,5.00038147,0.59,4.4137
852,20213.28,3.8434,4.99977112,0.5905,4.4136
853,20214.36,3.8428,4.99992371,0.5903,4.4132
854,20215.08,3.8425,5.00007629,0.5908,4.4129
855,20216.16,3.8419,4.99977112,0.5907,4.4128
856,20217.24,3.8416,5.00038147,0.591,4.4124
857,20218.32,3.8412,4.99992371,0.591,4.4121
858,20219.04,3.8407,5.00007629,0.5911,4.4117
859,20220.12,3.8402,4.99992371,0.591,4.4115
860,20221.2,3.8401,5.00007629,0.5907,4.4104
861,20222.28,3.8398,4.99977112,0.5908,4.4102
862,20223.36,3.8392,5.00038147,0.5908,4.4102
863,20224.08,3.8389,4.99992371,0.591,4.4097
864,20225.16,3.8386,5.00007629,0.5913,4.4099
865,20226.24,3.8381,4.99992371,0.5915,4.4094
866,20227.32,3.8376,5.00053406,0.5918,4.4096
867,20228.04,3.8373,4.99961853,0.5921,4.4091
868,20229.12,3.837,5.00007629,0.5921,4.4091
869,20230.2,3.8366,4.99992371,0.5924,4.4086
870,20231.28,3.8361,5.00022888,0.5923,4.4088
871,20232.36,3.8357,4.99977112,0.5927,4.4083
872,20233.08,3.8355,4.99961853,0.5927,4.4082
873,20234.16,3.835,4.99992371,0.5927,4.4082
874,20235.24,3.8344,4.99977112,0.5931,4.4078
875,20236.32,3.8343,5.00007629,0.5932,4.4077
876,20237.04,3.8338,4.99992371,0.5934,4.4075
877,20238.12,3.8335,5.00007629,0.5935,4.4077
878,20239.2,3.8332,4.99992371,0.5938,4.407
879,20240.28,3.8328,5.00007629,0.594,4.4069
880,20241.36,3.8326,4.99977112,0.594,4.4069
881,20242.08,3.8322,4.99977112,0.594,4.4067
882,20243.16,3.832,5.00022888,0.5943,4.4064
883,20244.24,3.8315,4.99931335,0.5943,4.4064
884,20245.32,3.8311,4.99977112,0.5945,4.4061
885,20246.04,3.8308,4.99977112,0.5946,4.4056
886,20247.12,3.8305,5.00022888,0.5946,4.4058
887,20248.2,3.8302,4.99946594,0.595,4.4056
888,20249.28,3.8297,5.00007629,0.595,4.4053
889,20250.36,3.8296,5.00038147,0.5953,4.4051
890,20251.08,3.8291,5.00007629,0.5951,4.405
891,20252.16,3.8288,4.99992371,0.5953,4.4045
892,20253.24,3.8285,5.00022888,0.5953,4.4045
893,20254.32,3.8283,4.99992371,0.5954,4.4037
894,20255.04,3.8277,5.00022888,0.5953,4.4039
895,20256.12,3.8277,5.00007629,0.5956,4.4034
896,20257.2,3.8274,5.00007629,0.5958,4.4034
897,20258.28,3.8268,5.00007629,0.5959,4.4031
898,20259.36,3.8265,5.00007629,0.5961,4.4031
899,20260.08,3.8262,4.99977112,0.5961,4.4029
900,20261.16,3.8257,4.99992371,0.5962,4.4029
901,20262.24,3.8256,5.00022888,0.5964,4.4027
902,20263.32,3.8251,4.99992371,0.5966,4.4023
903,20264.04,3.825,5.00007629,0.5969,4.4026
904,20265.12,3.8244,4.99961853,0.5973,4.4023
905,20266.2,3.8241,5.00053406,0.5973,4.4023
906,20267.28,3.8238,5.00022888,0.5977,4.4019
907,20268.36,3.8235,4.99992371,0.5978,4.4023
908,20269.08,3.8233,5.00007629,0.5978,4.4021
909,20270.16,3.823,4.99977112,0.5981,4.4016
910,20271.24,3.8227,5.00022888,0.598,4.4016
911,20272.32,3.8222,4.99992371,0.5985,4.4013
912,20273.04,3.8221,4.99961853,0.5985,4.4015
913,20274.12,3.8218,4.99992371,0.5985,4.4012
914,20275.2,3.8213,4.99992371,0.5988,4.401
915,20276.28,3.8213,5.00022888,0.5988,4.4007
916,20277.36,3.8207,5.00022888,0.5989,4.4007
917,20278.08,3.8204,4.99992371,0.5988,4.4005
918,20279.16,3.8201,4.99977112,0.5991,4.4004
919,20280.24,3.8198,5.00007629,0.5991,4.4004
920,20281.32,3.8193,5.00083923,0.5994,4.3999
921,20282.04,3.8192,4.99992371,0.5996,4.3997
922,20283.12,3.8187,4.99977112,0.5996,4.3997
923,20284.2,3.8186,4.99946594,0.5997,4.3996
924,20285.28,3.8183,5.00007629,0.5999,4.3992
925,20286.36,3.8181,5.00022888,0.5999,4.3991
926,20287.08,3.8178,4.99977112,0.5999,4.3986
927,20287.8,3.8175,5.00038147,0.5999,4.3989
928,20287.8,3.9557,0,0.5999,4.3989
929,20288.16,3.9666,0,0.504,4.4492
930,20289.24,3.9736,0,0.5002,4.4533
931,20290.32,3.9783,0,0.4987,4.4563
932,20291.04,3.9815,0,0.4971,4.4589
933,20292.12,3.9844,0,0.4965,4.4606
934,20293.2,3.987,0,0.4957,4.4632
935,20294.28,3.9893,0,0.4951,4.4645
936,20295.36,3.9911,0,0.4944,4.466
937,20296.08,3.9931,0,0.494,4.4673
938,20297.16,3.9947,0,0.4938,4.4686
939,20298.24,3.9963,0,0.4932,4.4697
940,20299.32,3.9977,0,0.4929,4.4707
941,20300.04,3.9992,0,0.4924,4.4719
942,20301.12,4.0005,0,0.4922,4.473
943,20302.2,4.0017,0,0.4919,4.4738
944,20303.28,4.0026,0,0.4916,4.4748
945,20304.36,4.0037,0,0.4913,4.4757
946,20305.08,4.0049,0,0.4911,4.4764
947,20306.16,4.0056,0,0.4911,4.477
948,20307.24,4.0067,0,0.4908,4.4778
949,20308.32,4.0076,0,0.4906,4.4788
950,20309.04,4.0084,0,0.4905,4.4794
951,20310.12,4.0092,0,0.4903,4.48
952,20311.2,4.0101,0,0.4903,4.4807
953,20312.28,4.0105,0,0.4901,4.4815
954,20313.36,4.0116,0,0.4901,4.4823
955,20314.08,4.0124,0,0.4898,4.4826
956,20315.16,4.0133,0,0.4898,4.4834
957,20316.24,4.0137,0,0.4895,4.4835
958,20317.32,4.0142,0,0.4895,4.4842
959,20318.04,4.015,0,0.4892,4.4847
960,20319.12,4.0156,0,0.489,4.485
961,20320.2,4.0162,0,0.4889,4.4856
962,20321.28,4.0169,0,0.4889,4.4856
963,20322.36,4.0174,0,0.4884,4.4861
964,20323.08,4.0179,0,0.4884,4.4866
965,20324.16,4.0183,0,0.4879,4.4869
966,20325.24,4.0191,0,0.4879,4.487
967,20326.32,4.0192,0,0.4878,4.4872
968,20327.04,4.0198,0,0.4874,4.488
969,20328.12,4.0201,0,0.4873,4.4878
970,20329.2,4.0208,0,0.4873,4.4885
971,20330.28,4.0212,0,0.487,4.4883
972,20331.36,4.0215,0,0.487,4.4885
973,20332.08,4.022,0,0.4868,4.4889
974,20333.16,4.0224,0,0.4867,4.4894
975,20334.24,4.0227,0,0.4863,4.4896
976,20335.32,4.0233,0,0.4863,4.4902
977,20336.04,4.0238,0,0.4865,4.4902
978,20337.12,4.0241,0,0.4863,4.4907
979,20338.2,4.0246,0,0.4863,4.491
980,20339.28,4.0247,0,0.4862,4.4912
981,20340.36,4.0252,0,0.486,4.4913
982,20341.08,4.0256,0,0.4859,4.4917
983,20342.16,4.0261,0,0.4859,4.492
984,20343.24,4.0264,0,0.4857,4.4923
985,20344.32,4.0264,0,0.4857,4.4923
986,20345.04,4.0269,0,0.4855,4.4924
987,20346.12,4.0272,0,0.4855,4.4928
988,20347.2,4.0278,0,0.4852,4.4929
989,20347.56,4.0279,0,0.4851,4.4929
990,20347.56,4.0276,0,0.4851,4.4929
991,20392.92,4.0377,0,0.4827,4.5004
992,20453.04,4.0456,0,0.4801,4.5053
993,20513.16,4.0523,0,0.4771,4.509
994,20572.92,4.0577,0,0.4747,4.5115
995,20633.04,4.0606,0,0.4738,4.5138
996,20693.16,4.0626,0,0.4739,4.5155
997,20752.92,4.0635,0,0.4734,4.5161
998,20813.04,4.0641,0,0.4738,4.5168
999,20873.16,4.0645,0,0.4733,4.5168
1000,20932.92,4.0647,0,0.4736,4.5171
1001,20993.04,4.0649,0,0.4734,4.5173
1002,21053.16,4.0649,0,0.4739,4.5179
1003,21112.92,4.0653,0,0.4733,4.5169
1004,21173.04,4.0655,0,0.4731,4.5171
1005,21233.16,4.0656,0,0.4734,4.5173
1006,21292.92,4.0656,0,0.4736,4.5176
1007,21353.04,4.0655,0,0.4736,4.5176
1008,21413.16,4.0656,0,0.4734,4.5173
1009,21472.92,4.0658,0,0.4733,4.5173
1010,21533.04,4.0658,0,0.4731,4.5169
1011,21593.16,4.0658,0,0.4727,4.5163
1012,21652.92,4.0659,0,0.4725,4.5165
1013,21713.04,4.0659,0,0.4728,4.5169
1014,21773.16,4.0658,0,0.4727,4.5168
1015,21832.92,4.0661,0,0.4736,4.5177
1016,21893.04,4.0659,0,0.4733,4.5174
1017,21953.16,4.0659,0,0.4733,4.5173
1018,22012.92,4.0659,0,0.4733,4.5173
1019,22073.04,4.0661,0,0.4727,4.5168
1020,22133.16,4.0661,0,0.473,4.5168
1021,22192.92,4.0659,0,0.4742,4.5181
1022,22253.04,4.0661,0,0.4749,4.5188
1023,22313.16,4.0662,0,0.4747,4.5184
1024,22372.92,4.0661,0,0.4744,4.5182
1025,22433.04,4.0661,0,0.4739,4.5179
1026,22493.16,4.0662,0,0.473,4.5168
1027,22552.92,4.0662,0,0.4734,4.5173
1028,22613.04,4.0661,0,0.473,4.5169
1029,22673.16,4.0662,0,0.4739,4.5176
1030,22732.92,4.0661,0,0.4741,4.5179
1031,22793.04,4.0662,0,0.4742,4.5185
1032,22853.16,4.0662,0,0.4746,4.5185
1033,22912.92,4.0662,0,0.4736,4.5174
1034,22973.04,4.0661,0,0.4734,4.5174
1035,23033.16,4.0664,0,0.4734,4.5174
1036,23092.92,4.0664,0,0.4736,4.5174
1037,23153.04,4.0661,0,0.4739,4.5181
1038,23213.16,4.0664,0,0.4733,4.5174
1039,23272.92,4.0662,0,0.4739,4.5182
1040,23333.04,4.0664,0,0.4739,4.5182
1041,23393.16,4.0665,0,0.4734,4.5176
1042,23452.92,4.0664,0,0.473,4.5171
1043,23513.04,4.0662,0,0.4717,4.5157
1044,23573.16,4.0662,0,0.4736,4.5174
1045,23632.92,4.0662,0,0.4736,4.5177
1046,23693.04,4.0662,0,0.4736,4.5177
1047,23753.16,4.0662,0,0.4739,4.5179
1048,23812.92,4.0664,0,0.4739,4.5181
1049,23873.04,4.0664,0,0.4727,4.5171
1050,23887.8,4.0662,0,0.4725,4.5166
1051,23887.8,3.9199,5.00236511,0.5655,4.5166
1052,23888.16,3.9086,4.99992371,0.5708,4.4622
1053,23889.24,3.8994,4.99977112,0.577,4.4567
1054,23890.32,3.8932,5.00022888,0.5795,4.453
1055,23891.04,3.8883,4.99977112,0.5822,4.4495
1056,23892.12,3.884,4.99946594,0.5834,4.4465
1057,23893.2,3.8805,4.99961853,0.5846,4.4441
1058,23894.28,3.8775,4.99977112,0.5854,4.442
1059,23895.36,3.8746,4.99977112,0.5864,4.4401
1060,23896.08,3.872,4.99992371,0.5869,4.4382
1061,23897.16,3.8698,4.99977112,0.5875,4.4366
1062,23898.24,3.8676,4.99977112,0.5881,4.4347
1063,23899.32,3.8656,4.99977112,0.5886,4.4331
1064,23900.04,3.8634,5.00022888,0.5891,4.4317
1065,23901.12,3.8616,4.99992371,0.5894,4.4306
1066,23902.2,3.8602,4.99992371,0.59,4.4291
1067,23903.28,3.8585,4.99992371,0.5907,4.4282
1068,23904.36,3.857,4.99992371,0.5908,4.4274
1069,23905.08,3.8556,5.00038147,0.5916,4.4263
1070,23906.16,3.854,4.99992371,0.5919,4.4253
1071,23907.24,3.8528,5.00007629,0.5926,4.4247
1072,23908.32,3.8514,5.00007629,0.5929,4.4237
