Index,Time [s],Voltage [V],Current [A],Negative electrode potential [V],Positive electrode potential [V]
11182,162375.12,4.1988,5.00038147,0.3553,4.5324
11183,162375.84,4.1994,5.00007629,0.3551,4.5325
11184,162376.92,4.1996,4.99992371,0.3553,4.533
11185,162378,4.1999,5.00038147,0.3551,4.5333
11186,162379.08,4.2002,4.99961853,0.3553,4.5338
11187,162380.16,4.2005,4.99992371,0.355,4.5341
11188,162380.88,4.2008,4.99961853,0.3551,4.5341
11189,162381.96,4.201,5.00007629,0.3548,4.5343
11190,162383.04,4.2014,5.00007629,0.355,4.5348
11191,162384.12,4.2017,4.99961853,0.355,4.5351
11192,162384.84,4.2022,5.00007629,0.3548,4.5354
11193,162385.2,4.202,4.99977112,0.3548,4.5354
11194,162385.2,4.0668,0,0.3548,4.5354
11195,162385.92,4.0558,0,0.4504,4.488
11196,162386.64,4.0473,0,0.4556,4.4834
11197,162387.72,4.0417,0,0.4582,4.4807
11198,162388.8,4.0378,0,0.4602,4.4781
11199,162389.88,4.0342,0,0.4623,4.4765
11200,162390.96,4.0313,0,0.4634,4.4743
11201,162391.68,4.0285,0,0.4642,4.473
11202,162392.76,4.0261,0,0.4657,4.4715
11203,162393.84,4.024,0,0.4665,4.4705
11204,162394.92,4.022,0,0.4674,4.4689
11205,162395.64,4.02,0,0.468,4.468
11206,162396.72,4.0185,0,0.4688,4.4668
11207,162397.8,4.0166,0,0.4696,4.466
11208,162398.88,4.0148,0,0.4703,4.4646
11209,162399.96,4.0134,0,0.4707,4.464
11210,162400.68,4.0117,0,0.4715,4.463
11211,162401.76,4.0104,0,0.472,4.4621
11212,162402.84,4.0092,0,0.4725,4.4611
11213,162403.92,4.0078,0,0.4731,4.4606
11214,162404.64,4.0061,0,0.4734,4.4597
11215,162405.72,4.0052,0,0.4741,4.4594
11216,162406.8,4.004,0,0.4747,4.4583
11217,162407.88,4.0029,0,0.475,4.4578
11218,162408.96,4.0018,0,0.4758,4.4568
11219,162409.68,4.0003,0,0.4762,4.4562
11220,162410.76,3.9992,0,0.4766,4.4557
11221,162411.84,3.9982,0,0.4771,4.4552
11222,162412.92,3.9971,0,0.4776,4.4541
11223,162413.64,3.9962,0,0.4779,4.4538
11224,162414.72,3.9953,0,0.4787,4.453
11225,162415.8,3.9939,0,0.4787,4.4524
11226,162416.88,3.9928,0,0.4793,4.4517
11227,162417.96,3.9921,0,0.4797,4.4514
11228,162418.68,3.991,0,0.4804,4.4506
11229,162419.76,3.9898,0,0.4803,4.4501
11230,162420.84,3.989,0,0.4809,4.4495
11231,162421.92,3.9881,0,0.4814,4.449
11232,162422.64,3.987,0,0.4824,4.4485
11233,162423.72,3.9863,0,0.4822,4.4481
11234,162424.8,3.9855,0,0.4828,4.4474
11235,162425.88,3.9844,0,0.483,4.4471
11236,162426.96,3.9835,0,0.4832,4.4465
11237,162427.68,3.9828,0,0.4836,4.4462
11238,162428.76,3.9817,0,0.4839,4.4458
11239,162429.84,3.9811,0,0.4841,4.4452
11240,162430.92,3.9806,0,0.4846,4.4446
11241,162431.64,3.9796,0,0.4851,4.4439
11242,162432.72,3.9786,0,0.4852,4.4438
11243,162433.8,3.9782,0,0.4859,4.4433
11244,162434.88,3.9774,0,0.4859,4.443
11245,162435.96,3.9768,0,0.4865,4.4425
11246,162436.68,3.976,0,0.4865,4.4423
11247,162437.76,3.9754,0,0.487,4.4417
11248,162438.84,3.9748,0,0.4871,4.4414
11249,162439.92,3.9741,0,0.4876,4.4408
11250,162440.64,3.9738,0,0.4876,4.4406
11251,162441.72,3.9728,0,0.4881,4.4404
11252,162442.8,3.9722,0,0.4882,4.4403
11253,162443.88,3.9718,0,0.4886,4.4395
11254,162444.96,3.9712,0,0.4887,4.4395
11255,162445.32,3.971,0,0.4886,4.4393
11256,162445.32,3.9709,0,0.4886,4.4393
11257,162468.36,3.9608,0,0.4932,4.4328
11258,162504.72,3.9507,0,0.4971,4.4269
11259,162564.48,3.9429,0,0.5005,4.4214
11260,162624.6,3.9388,0,0.5018,4.4188
11261,162684.72,3.9367,0,0.5022,4.4171
11262,162744.48,3.9355,0,0.5027,4.4153
11263,162804.6,3.9341,0,0.5029,4.4147
11264,162864.72,3.9335,0,0.503,4.4136
11265,162924.48,3.933,0,0.503,4.4131
11266,162984.6,3.9326,0,0.5032,4.4123
11267,163044.72,3.9321,0,0.503,4.4117
11268,163104.48,3.9318,0,0.503,4.4113
11269,163164.6,3.9315,0,0.503,4.4107
11270,163224.72,3.9313,0,0.5029,4.4104
11271,163284.48,3.931,0,0.5032,4.4101
11272,163344.6,3.931,0,0.5027,4.4094
11273,163404.72,3.931,0,0.5027,4.4089
11274,163464.48,3.9307,0,0.5029,4.4086
11275,163524.6,3.9307,0,0.5026,4.4083
11276,163584.72,3.9304,0,0.5024,4.4082
11277,163644.48,3.9304,0,0.5026,4.4078
11278,163704.6,3.9303,0,0.5024,4.4078
11279,163764.72,3.9303,0,0.5022,4.4072
11280,163824.48,3.9301,0,0.5021,4.407
11281,163884.6,3.9303,0,0.5022,4.4067
11282,163944.72,3.9298,0,0.5021,4.4067
11283,164004.48,3.9297,0,0.5021,4.4062
11284,164064.6,3.9298,0,0.5019,4.4059
11285,164124.72,3.9297,0,0.5019,4.4058
11286,164184.48,3.9295,0,0.5018,4.4058
11287,164244.6,3.9295,0,0.5018,4.4056
11288,164304.72,3.9292,0,0.5019,4.4056
11289,164364.48,3.9295,0,0.5018,4.4056
11290,164424.6,3.929,0,0.5019,4.4054
11291,164484.72,3.9294,0,0.5018,4.4051
11292,164544.48,3.929,0,0.5021,4.4051
11293,164604.6,3.9292,0,0.5018,4.4048
11294,164664.72,3.9289,0,0.5021,4.405
11295,164724.48,3.929,0,0.5018,4.4047
11296,164784.6,3.9289,0,0.5016,4.4047
11297,164844.72,3.9289,0,0.5016,4.4047
11298,164904.48,3.9289,0,0.5018,4.4048
11299,164964.6,3.9287,0,0.5016,4.4047
11300,165024.72,3.9287,0,0.5016,4.4045
11301,165084.48,3.9286,0,0.5019,4.4042
11302,165144.6,3.9289,0,0.5016,4.4043
11303,165204.72,3.9287,0,0.5016,4.404
11304,165264.48,3.9284,0,0.5014,4.4045
11305,165324.6,3.9286,0,0.5014,4.4039
11306,165384.72,3.9286,0,0.5016,4.4042
11307,165444.48,3.9286,0,0.5014,4.4037
11308,165504.6,3.9283,0,0.5018,4.4037
11309,165564.72,3.9283,0,0.5014,4.4035
11310,165624.48,3.9281,0,0.5016,4.4035
11311,165684.6,3.9281,0,0.5014,4.4034
11312,165744.72,3.9281,0,0.5016,4.4034
11313,165804.48,3.9283,0,0.5016,4.4035
11314,165864.6,3.9281,0,0.5018,4.4032
11315,165924.72,3.928,0,0.5016,4.4034
11316,165984.48,3.928,0,0.5016,4.4032
11317,165985.2,3.9281,0,0.5016,4.4034
11318,165985.2,4.0739,5.00175476,0.5016,4.4034
11319,165985.92,4.0845,5.00022888,0.3992,4.4562
11320,165987,4.0906,4.99992371,0.3957,4.459
11321,165988.08,4.0951,5.00022888,0.3934,4.4614
11322,165989.16,4.0986,4.99992371,0.3919,4.463
11323,165990.24,4.1016,5.00007629,0.3904,4.4646
11324,165990.96,4.1042,4.99946594,0.3893,4.4662
11325,165992.04,4.1071,4.99977112,0.3877,4.4678
11326,165993.12,4.1097,5.00007629,0.3869,4.4695
11327,165994.2,4.1117,5.00007629,0.3858,4.4707
11328,165994.92,4.1143,4.99992371,0.3849,4.4721
11329,165996,4.1164,4.99961853,0.3839,4.4732
11330,165997.08,4.1189,4.99977112,0.383,4.4745
11331,165998.16,4.1209,4.99992371,0.3823,4.4761
11332,165999.24,4.1227,4.99977112,0.3812,4.4772
11333,165999.96,4.1248,5.00038147,0.3802,4.4783
11334,166001.04,4.127,4.99977112,0.3796,4.4796
11335,166002.12,4.1289,5.00038147,0.3787,4.4812
11336,166003.2,4.1309,4.99977112,0.378,4.4821
11337,166003.92,4.1326,4.99977112,0.3769,4.4834
11338,166005,4.1344,4.99977112,0.3766,4.4843
11339,166006.08,4.1366,5.00038147,0.3758,4.4856
11340,166007.16,4.1381,5.00007629,0.3753,4.4866
11341,166008.24,4.1401,5.00022888,0.3745,4.4878
11342,166008.96,4.1422,4.99992371,0.3736,4.4891
11343,166010.04,4.1436,4.99977112,0.3728,4.4899
11344,166011.12,4.1454,5.00022888,0.3721,4.491
11345,166012.2,4.1472,5.00022888,0.3715,4.4921
11346,166012.92,4.1488,4.99977112,0.3709,4.4932
11347,166014,4.1505,5.00053406,0.3702,4.494
11348,166015.08,4.1521,4.99992371,0.3696,4.4952
11349,166016.16,4.1537,5.00007629,0.3691,4.4963
11350,166017.24,4.1553,4.99977112,0.3683,4.4975
11351,166017.96,4.157,5.00007629,0.3678,4.4986
11352,166019.04,4.1585,4.99977112,0.367,4.4996
11353,166020.12,4.1604,5.00007629,0.3666,4.5007
11354,166021.2,4.1621,4.99931335,0.3661,4.5017
11355,166021.92,4.1634,5.00083923,0.3655,4.5025
11356,166023,4.1648,4.99961853,0.365,4.5031
11357,166024.08,4.1663,5.00007629,0.3642,4.5044
11358,166025.16,4.1677,4.99977112,0.3635,4.5056
11359,166026.24,4.1695,5.00022888,0.3628,4.5064
11360,166026.96,4.1709,5.00022888,0.3623,4.5074
11361,166028.04,4.1724,5.00007629,0.3618,4.5084
11362,166029.12,4.1738,4.99977112,0.361,4.509
11363,166030.2,4.1752,5.00007629,0.3608,4.5099
11364,166030.92,4.1769,4.99992371,0.36,4.5111
11365,166032,4.1781,4.99992371,0.3597,4.5119
11366,166033.08,4.1794,4.99977112,0.3591,4.513
11367,166034.16,4.1811,5.00038147,0.3588,4.5138
11368,166035.24,4.1823,5.00007629,0.3583,4.5146
11369,166035.96,4.1836,4.99992371,0.3577,4.5153
11370,166037.04,4.1846,5.00022888,0.357,4.5165
11371,166038.12,4.1863,4.99992371,0.3569,4.5174
11372,166039.2,4.1877,5.00053406,0.3561,4.5179
11373,166039.92,4.1889,5.00007629,0.3554,4.5188
11374,166041,4.1898,5.00022888,0.3551,4.5195
11375,166042.08,4.1915,5.00022888,0.3545,4.5204
11376,166043.16,4.1924,5.00007629,0.3543,4.5212
11377,166044.24,4.1941,5.00038147,0.3538,4.5222
11378,166044.96,4.195,4.99961853,0.3534,4.523
11379,166046.04,4.1961,5.00038147,0.3531,4.5235
11380,166047.12,4.1976,4.99961853,0.3526,4.5243
11381,166048.2,4.1987,4.99992371,0.3521,4.5252
11382,166048.92,4.1996,4.99977112,0.3515,4.5263
11383,166050,4.2008,5.00007629,0.3513,4.5268
11384,166051.08,4.202,5.00038147,0.3508,4.5279
11385,166052.16,4.2031,5.00007629,0.3507,4.5284
11386,166053.24,4.2043,5.00022888,0.35,4.5292
11387,166053.96,4.2051,4.99961853,0.35,4.5298
11388,166055.04,4.2061,4.99992371,0.3496,4.5305
11389,166056.12,4.2071,5.00022888,0.3494,4.5313
11390,166057.2,4.2083,4.99977112,0.3489,4.5319
11391,166057.92,4.209,5.00038147,0.3486,4.5328
11392,166059,4.2103,4.99977112,0.3484,4.5335
11393,166060.08,4.211,4.99977112,0.348,4.534
11394,166061.16,4.2121,5.00007629,0.3476,4.5344
11395,166062.24,4.2129,4.99992371,0.3475,4.5354
11396,166062.96,4.2139,5.00022888,0.3473,4.5362
11397,166064.04,4.2147,4.99977112,0.3467,4.537
11398,166065.12,4.2158,5.00022888,0.3467,4.5375
11399,166066.2,4.2165,5.00022888,0.3464,4.5383
11400,166066.92,4.2174,5.00038147,0.3459,4.5387
11401,166068,4.2182,5.00007629,0.3459,4.5395
11402,166069.08,4.2188,5.00007629,0.3457,4.5402
11403,166070.16,4.2196,4.99977112,0.3454,4.5408
11404,166071.24,4.2205,5.00022888,0.3454,4.5414
11405,166071.96,4.2211,5.00007629,0.3449,4.5416
11406,166073.04,4.222,5.00022888,0.3446,4.5422
11407,166074.12,4.2225,4.99977112,0.3446,4.5429
11408,166075.2,4.2234,4.99992371,0.3443,4.5433
11409,166075.92,4.224,5.00022888,0.3441,4.5438
11410,166077,4.2246,4.99992371,0.3441,4.5443
11411,166078.08,4.2252,5.00007629,0.3438,4.5448
11412,166079.16,4.226,4.99992371,0.3435,4.5452
11413,166080.24,4.2264,5.00022888,0.3435,4.5456
11414,166080.96,4.2271,5.00022888,0.3433,4.546
11415,166082.04,4.2275,5.00038147,0.343,4.5468
11416,166083.12,4.2283,5.00007629,0.343,4.5472
11417,166084.2,4.2289,5.00038147,0.3429,4.5478
11418,166084.92,4.2295,4.99977112,0.3427,4.5481
11419,166086,4.23,5.00022888,0.3424,4.5487
11420,166087.08,4.2306,5.00068665,0.3424,4.5489
11421,166088.16,4.231,5.00007629,0.3419,4.5494
11422,166089.24,4.2315,4.99992371,0.3421,4.5495
11423,166089.96,4.2321,4.99977112,0.3419,4.55
11424,166091.04,4.2324,4.99961853,0.3418,4.5507
11425,166092.12,4.233,5.00022888,0.3416,4.551
11426,166093.2,4.2333,4.99977112,0.3414,4.5513
11427,166093.92,4.2339,5.00022888,0.3414,4.5521
11428,166095,4.2342,4.99946594,0.3414,4.5522
11429,166096.08,4.2347,4.99992371,0.3413,4.5526
11430,166097.16,4.235,5.00022888,0.3411,4.5529
11431,166098.24,4.2356,4.99992371,0.3411,4.5532
11432,166098.96,4.2361,5.00007629,0.3411,4.5537
11433,166100.04,4.2367,4.99977112,0.3411,4.5543
11434,166101.12,4.237,4.99992371,0.341,4.5548
11435,166102.2,4.2374,5.00007629,0.341,4.5546
11436,166102.92,4.2377,5.00022888,0.341,4.5551
11437,166104,4.238,5.00007629,0.3411,4.5556
11438,166105.08,4.2383,4.99992371,0.3408,4.5561
11439,166106.16,4.239,5.00007629,0.341,4.5562
11440,166107.24,4.2391,4.99961853,0.3406,4.5569
11441,166107.96,4.2393,5.00007629,0.3406,4.557
11442,166109.04,4.2399,5.00022888,0.3408,4.5575
11443,166110.12,4.2402,4.99992371,0.3406,4.5577
11444,166111.2,4.2403,5.00007629,0.3405,4.5583
11445,166111.92,4.2408,5.00007629,0.3406,4.5583
11446,166113,4.2412,5.00022888,0.3403,4.5588
11447,166114.08,4.2417,4.99992371,0.3405,4.5592
11448,166115.16,4.2419,4.99961853,0.3403,4.5592
11449,166116.24,4.2422,5.00022888,0.3402,4.5596
11450,166116.96,4.2423,4.99977112,0.3403,4.5597
11451,166118.04,4.2426,5.00038147,0.3399,4.5602
11452,166119.12,4.2431,4.99992371,0.3403,4.5604
11453,166120.2,4.2434,4.99992371,0.34,4.5608
11454,166120.92,4.2435,4.99961853,0.3403,4.5612
11455,166122,4.2438,4.99977112,0.3403,4.5615
11456,166123.08,4.2441,5.00007629,0.3402,4.5615
11457,166124.16,4.2443,4.99961853,0.3402,4.5621
11458,166125.24,4.2444,5.00007629,0.3402,4.5621
11459,166125.96,4.2448,5.00038147,0.3402,4.5626
11460,166127.04,4.2452,4.99977112,0.34,4.5626
11461,166128.12,4.2455,5.00022888,0.34,4.5632
11462,166129.2,4.2455,4.99992371,0.3399,4.5634
11463,166129.92,4.2458,5.00007629,0.34,4.5639
11464,166131,4.2464,5.00022888,0.3399,4.564
11465,166132.08,4.2466,5.00022888,0.3399,4.5643
11466,166133.16,4.247,5.00053406,0.3402,4.5647
11467,166134.24,4.247,5.00007629,0.3399,4.565
11468,166134.96,4.2477,4.99977112,0.34,4.565
11469,166135.32,4.2475,5.00007629,0.3399,4.5651
11470,166135.32,4.1134,0,0.3399,4.5651
11471,166136.04,4.1025,0,0.4358,4.5185
11472,166136.76,4.0955,0,0.4394,4.5139
11473,166137.84,4.0909,0,0.4415,4.5117
11474,166138.92,4.0876,0,0.4431,4.5096
11475,166140,4.0845,0,0.4442,4.5082
11476,166141.08,4.0821,0,0.4455,4.5064
11477,166141.8,4.0797,0,0.4466,4.5053
11478,166142.88,4.0777,0,0.4474,4.5042
11479,166143.96,4.0757,0,0.4482,4.5033
11480,166145.04,4.0742,0,0.4491,4.5018
11481,166146.12,4.0725,0,0.4498,4.501
11482,166146.84,4.0711,0,0.4502,4.4999
11483,166147.92,4.0696,0,0.4509,4.4994
11484,166149,4.0682,0,0.4513,4.4985
11485,166150.08,4.067,0,0.4518,4.4979
11486,166150.8,4.0658,0,0.4523,4.4971
11487,166151.88,4.0645,0,0.4528,4.4964
11488,166152.96,4.0633,0,0.4534,4.4955
11489,166154.04,4.0624,0,0.4537,4.495
11490,166154.76,4.0613,0,0.4539,4.494
11491,166155.84,4.0603,0,0.4545,4.4936
11492,166156.92,4.0592,0,0.4552,4.4929
11493,166158,4.0584,0,0.4553,4.4926
11494,166159.08,4.0575,0,0.4558,4.4918
11495,166159.8,4.0565,0,0.4561,4.4917
11496,166160.88,4.0555,0,0.4564,4.4909
11497,166161.96,4.0546,0,0.4567,4.4904
11498,166163.04,4.0539,0,0.4569,4.4896
11499,166163.76,4.0533,0,0.4574,4.4894
11500,166164.84,4.0523,0,0.4577,4.4886
11501,166165.92,4.0516,0,0.4579,4.4882
11502,166167,4.0508,0,0.458,4.4875
11503,166168.08,4.05,0,0.4585,4.4875
11504,166168.8,4.0493,0,0.459,4.4869
11505,166169.88,4.0485,0,0.4591,4.4864
11506,166170.96,4.0478,0,0.4596,4.4861
11507,166172.04,4.047,0,0.4598,4.4856
11508,166172.76,4.0462,0,0.4601,4.4851
11509,166173.84,4.0458,0,0.4601,4.4847
11510,166174.92,4.0449,0,0.4606,4.484
11511,166176,4.0443,0,0.4607,4.484
11512,166177.08,4.0436,0,0.4614,4.4834
11513,166177.8,4.0429,0,0.4614,4.4831
11514,166178.88,4.0421,0,0.4617,4.4826
11515,166179.96,4.0417,0,0.4617,4.4823
11516,166181.04,4.0409,0,0.4625,4.4818
11517,166182.12,4.0403,0,0.4625,4.4815
11518,166182.84,4.0392,0,0.4626,4.481
11519,166183.92,4.0388,0,0.463,4.4805
11520,166185,4.0381,0,0.463,4.48
11521,166186.08,4.0374,0,0.4634,4.4796
11522,166186.8,4.0368,0,0.4637,4.4794
11523,166187.88,4.0363,0,0.4639,4.4789
11524,166188.96,4.0356,0,0.4644,4.4786
11525,166190.04,4.0349,0,0.4647,4.478
11526,166190.76,4.0339,0,0.4649,4.4778
11527,166191.84,4.0333,0,0.4653,4.4775
11528,166192.92,4.0325,0,0.4655,4.4769
11529,166194,4.032,0,0.466,4.4765
11530,166195.08,4.0314,0,0.466,4.4762
11531,166195.44,4.0313,0,0.4665,4.4762
11532,166195.44,4.0311,0,0.4665,4.4762
11533,166210.56,4.0209,0,0.4706,4.4702
11534,166228.92,4.0108,0,0.4752,4.4643
11535,166255.56,4.0008,0,0.4792,4.4584
11536,166299.12,3.9907,0,0.4838,4.4524
11537,166359.24,3.9834,0,0.4867,4.4474
11538,166419.36,3.9796,0,0.4881,4.4444
11539,166479.12,3.9773,0,0.4889,4.443
11540,166539.24,3.9756,0,0.4895,4.4416
11541,166599.36,3.9745,0,0.4898,4.4406
11542,166659.12,3.9734,0,0.49,4.44
11543,166719.24,3.9727,0,0.4903,4.4392
11544,166779.36,3.9721,0,0.4906,4.4385
11545,166839.12,3.9719,0,0.4903,4.4376
11546,166899.24,3.9713,0,0.4905,4.4371
11547,166959.36,3.971,0,0.4905,4.4366
11548,167019.12,3.9707,0,0.4903,4.4363
11549,167079.24,3.9706,0,0.4906,4.4357
11550,167139.36,3.9702,0,0.4903,4.4352
11551,167199.12,3.9702,0,0.4905,4.4352
11552,167259.24,3.9701,0,0.4906,4.4347
11553,167319.36,3.9699,0,0.4905,4.4342
11554,167379.12,3.9695,0,0.4901,4.4336
11555,167439.24,3.9696,0,0.49,4.4334
11556,167499.36,3.9692,0,0.4903,4.4331
11557,167559.12,3.969,0,0.4903,4.433
11558,167619.24,3.969,0,0.4901,4.4326
11559,167679.36,3.9689,0,0.4898,4.4325
11560,167739.12,3.9687,0,0.49,4.4317
11561,167799.24,3.9686,0,0.4898,4.4318
11562,167859.36,3.9686,0,0.4895,4.4315
11563,167919.12,3.9686,0,0.4898,4.4315
11564,167979.24,3.9684,0,0.4894,4.4312
11565,168039.36,3.9683,0,0.4895,4.4311
11566,168099.12,3.9684,0,0.4895,4.4307
11567,168159.24,3.9684,0,0.4894,4.4304
11568,168219.36,3.9683,0,0.489,4.4303
11569,168279.12,3.9681,0,0.4892,4.4299
11570,168339.24,3.9678,0,0.4889,4.4304
11571,168399.36,3.968,0,0.4889,4.4299
11572,168459.12,3.9678,0,0.4889,4.4298
11573,168519.24,3.968,0,0.4892,4.4296
11574,168579.36,3.968,0,0.4887,4.4295
11575,168639.12,3.9677,0,0.489,4.4291
11576,168699.24,3.9677,0,0.4887,4.429
11577,168759.36,3.9675,0,0.4889,4.4288
11578,168819.12,3.9675,0,0.489,4.4287
11579,168879.24,3.9672,0,0.4889,4.4291
11580,168939.36,3.9672,0,0.4894,4.4285
11581,168999.12,3.9673,0,0.4887,4.4285
11582,169059.24,3.9673,0,0.4886,4.4287
11583,169119.36,3.967,0,0.4884,4.4285
11584,169179.12,3.967,0,0.4886,4.4282
11585,169239.24,3.9669,0,0.4887,4.4285
11586,169299.36,3.9669,0,0.4882,4.4279
11587,169359.12,3.967,0,0.4884,4.4279
11588,169419.24,3.967,0,0.4886,4.4279
11589,169479.36,3.9669,0,0.4887,4.4279
11590,169539.12,3.9669,0,0.4886,4.4279
11591,169599.24,3.9669,0,0.4884,4.4276
11592,169659.36,3.9667,0,0.4882,4.4276
11593,169719.12,3.9667,0,0.4884,4.4277
11594,169735.32,3.9667,0,0.4886,4.4277
11595,169735.32,4.1122,5.00221252,0.4886,4.4277
11596,169736.04,4.123,4.99977112,0.3877,4.4796
11597,169737.12,4.1295,4.99977112,0.3826,4.4827
11598,169738.2,4.134,5.00007629,0.3804,4.4856
11599,169738.92,4.1375,5.00007629,0.3788,4.4874
11600,169740,4.1407,5.00053406,0.3771,4.4889
11601,169741.08,4.1437,5.00022888,0.3758,4.491
11602,169742.16,4.1468,4.99961853,0.3748,4.4923
11603,169743.24,4.1491,5.00022888,0.3736,4.4936
11604,169743.96,4.1518,4.99992371,0.3721,4.495
11605,169745.04,4.154,4.99977112,0.3712,4.4967
11606,169746.12,4.1566,4.99977112,0.3702,4.4983
11607,169747.2,4.1587,4.99977112,0.3694,4.4994
11608,169747.92,4.1611,4.99961853,0.3683,4.5014
11609,169749,4.1631,4.99977112,0.3675,4.5023
11610,169750.08,4.1654,5.00007629,0.3666,4.5036
11611,169751.16,4.1674,4.99992371,0.3656,4.5049
11612,169752.24,4.1697,5.00038147,0.365,4.506
11613,169752.96,4.1717,4.99977112,0.3637,4.5074
11614,169754.04,4.1738,4.99977112,0.3631,4.5085
11615,169755.12,4.1761,5.00038147,0.3621,4.5099
11616,169756.2,4.1778,5.00038147,0.3613,4.5112
11617,169756.92,4.1801,4.99977112,0.3608,4.5122
11618,169758,4.1817,4.99977112,0.36,4.5136
11619,169759.08,4.1837,5.00022888,0.3591,4.5147
11620,169760.16,4.1857,5.00007629,0.3585,4.5158
11621,169761.24,4.1872,4.99992371,0.3575,4.5168
11622,169761.96,4.1892,5.00068665,0.3569,4.5182
11623,169763.04,4.191,5.00022888,0.3559,4.5193
11624,169764.12,4.1929,4.99977112,0.3556,4.5203
11625,169765.2,4.1947,5.00022888,0.3543,4.5216
11626,169765.92,4.1965,4.99992371,0.3538,4.5223
11627,169767,4.1984,5.00053406,0.3534,4.5233
11628,169768.08,4.2,5.00022888,0.3526,4.5247
11629,169769.16,4.2017,5.00007629,0.3519,4.5258
11630,169770.24,4.2034,5.00038147,0.3513,4.5273
11631,169770.96,4.2051,4.99961853,0.3507,4.5281
11632,169772.04,4.2066,4.99992371,0.3497,4.5293
11633,169773.12,4.2086,5.00053406,0.3494,4.5298
11634,169774.2,4.2101,4.99992371,0.3488,4.5311
11635,169774.92,4.2118,5.00007629,0.348,4.532
11636,169776,4.2133,5.00038147,0.3476,4.533
11637,169777.08,4.2148,4.99961853,0.3465,4.5343
11638,169778.16,4.2167,5.00053406,0.3462,4.5352
11639,169779.24,4.2181,5.00022888,0.3453,4.5365
11640,169779.96,4.2199,5.00007629,0.3448,4.5373
11641,169781.04,4.2214,5.00007629,0.3443,4.5383
11642,169782.12,4.2226,4.99977112,0.3437,4.5392
11643,169783.2,4.224,5.00007629,0.3433,4.54
11644,169783.92,4.2258,4.99977112,0.3424,4.541
11645,169785,4.2272,4.99992371,0.3422,4.5421
11646,169786.08,4.2286,4.99961853,0.3414,4.5429
11647,169787.16,4.2301,5.00022888,0.341,4.5441
11648,169788.24,4.2315,5.00053406,0.3406,4.5446
11649,169788.96,4.233,5.00022888,0.3399,4.546
11650,169790.04,4.2344,4.99992371,0.3397,4.5468
11651,169791.12,4.2358,4.99946594,0.3389,4.5476
11652,169792.2,4.2371,5.00022888,0.3384,4.5484
11653,169792.92,4.2382,5.00007629,0.3376,4.5492
11654,169794,4.2399,5.00007629,0.3375,4.5505
11655,169795.08,4.2409,4.99977112,0.337,4.5513
11656,169796.16,4.2423,5.00022888,0.3365,4.5526
11657,169797.24,4.2435,5.00038147,0.3362,4.5532
11658,169797.96,4.2449,5.00038147,0.3356,4.5537
11659,169799.04,4.2458,5.00022888,0.3354,4.5546
11660,169800.12,4.2473,4.99992371,0.3349,4.5553
11661,169801.2,4.2484,5.00007629,0.3341,4.5561
11662,169801.92,4.2498,5.00022888,0.3338,4.5572
11663,169803,4.2507,5.00022888,0.3335,4.5581
11664,169804.08,4.2519,5.00022888,0.3332,4.5588
11665,169805.16,4.2528,4.99977112,0.3327,4.5594
11666,169806.24,4.2544,4.99977112,0.3321,4.5602
11667,169806.96,4.2551,5.00053406,0.3322,4.561
11668,169808.04,4.2562,5.00007629,0.3317,4.5616
11669,169809.12,4.2571,5.00022888,0.3313,4.5626
11670,169810.2,4.2583,4.99992371,0.3313,4.5632
11671,169810.92,4.2594,5.00022888,0.3306,4.5642
11672,169812,4.2603,5.00068665,0.3303,4.5647
11673,169813.08,4.2614,5.00007629,0.33,4.5654
11674,169814.16,4.262,5.00007629,0.3298,4.5658
11675,169815.24,4.2629,4.99977112,0.3298,4.5667
11676,169815.96,4.2638,4.99961853,0.3294,4.5672
11677,169817.04,4.2649,5.00007629,0.329,4.5678
11678,169818.12,4.2657,4.99992371,0.3286,4.5686
11679,169819.2,4.2666,4.99977112,0.3286,4.5694
11680,169819.92,4.2672,5.00053406,0.3284,4.5699
11681,169821,4.2678,4.99992371,0.3281,4.5705
